0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
1,0,0,0,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,10,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,20,3,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,0,0,1,10,1,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,10,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,1,0,0,0,4,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
0,0,1,0,10,2,0
